candidate_id,target_job_role,education_level,degree_field,years_of_experience,num_projects,num_certifications,num_internships,technical_skills_count,relevant_skills_count,required_skills_count,skill_match_percentage,soft_skills_count,project_relevance_score,experience_relevance_score,education_relevance_score,resume_quality_score,ats_score,keyword_match_percentage,overall_resume_score,job_readiness_score,experience_level,missing_skills_count,job_readiness,shortlisted
C00826,Machine Learning Engineer,Bachelor's,Computer Science,12,14,1,1,7,5,6,80.1,3,88.81,84.57,88.64,87.1,84.67,80.15,82.78,80.59,Senior,1,Intermediate,1
C00827,Python Developer,Bachelor's,Computer Science,2,2,4,0,11,3,6,52.77,2,38.66,31.6,90.27,69.27,65.41,59.75,60.34,46.94,Junior,3,Not Ready,0
C00828,Data Scientist,Bachelor's,Information Technology,3,4,5,0,5,4,6,63.21,3,61.68,41.68,76.83,72.93,70.45,60.63,65.03,62.85,Mid-Level,2,Beginner,0
C00829,Cybersecurity Analyst,Master's,Electronics,2,3,4,0,7,3,6,48.54,8,44.22,30.92,80.97,77.67,59.13,51.39,57.35,44.4,Junior,3,Not Ready,0
C00830,Cloud Engineer,Master's,Software Engineering,14,10,2,0,6,5,6,87.92,8,81.71,86.63,100.0,94.56,83.94,86.45,86.65,83.71,Senior,1,Intermediate,1
C00831,Cloud Engineer,Master's,Information Technology,5,5,5,1,10,5,6,79.64,7,68.94,52.98,98.41,82.58,85.03,76.2,78.71,76.8,Mid-Level,1,Intermediate,0
C00832,Backend Developer,Master's,Other,3,5,4,0,9,2,6,31.25,10,32.13,32.46,42.76,81.31,55.39,37.44,53.13,40.33,Mid-Level,4,Not Ready,0
C00833,QA Engineer,Master's,Software Engineering,6,4,5,0,8,4,6,65.96,3,59.24,59.31,90.55,79.06,74.36,68.65,69.95,70.99,Mid-Level,2,Beginner,1
C00834,Cybersecurity Analyst,Bachelor's,Computer Science,0,0,2,3,4,2,6,31.97,10,5.11,34.16,90.07,57.2,48.3,38.52,48.35,39.99,Fresher,4,Not Ready,0
C00835,Cloud Engineer,Master's,Information Technology,12,6,4,1,6,4,6,70.22,2,63.73,80.98,100.0,83.86,75.69,71.7,80.34,76.11,Senior,2,Intermediate,1
C00836,Backend Developer,Bachelor's,Software Engineering,11,15,5,1,9,4,6,69.81,8,75.03,74.81,99.5,88.73,77.48,69.45,82.99,70.12,Senior,2,Beginner,0
C00837,Data Scientist,Bachelor's,Computer Science,11,14,2,0,7,4,6,67.89,7,74.7,79.65,82.81,82.87,73.07,71.32,73.79,74.07,Senior,2,Beginner,1
C00838,Data Scientist,Diploma,Computer Science,5,9,3,0,7,4,6,66.8,7,69.95,47.89,70.55,75.11,63.4,72.02,63.12,64.02,Mid-Level,2,Beginner,0
C00839,Data Analyst,Bachelor's,Data Science,7,6,4,1,5,3,6,47.16,7,43.05,53.12,93.12,82.92,66.1,55.87,66.98,54.57,Mid-Level,3,Beginner,0
C00840,Mobile App Developer,Bachelor's,Electronics,7,9,2,1,5,2,6,28.39,8,42.59,50.12,47.02,85.74,44.56,35.93,51.87,40.41,Mid-Level,4,Not Ready,0
C00841,Full Stack Developer,Master's,Software Engineering,4,4,2,0,12,5,7,66.68,10,67.15,48.35,97.15,71.72,69.93,71.42,71.23,61.67,Mid-Level,2,Beginner,0
C00842,UI/UX Designer,Master's,Computer Science,7,6,4,0,5,3,6,54.04,4,44.17,50.66,75.26,88.46,70.4,59.04,67.27,54.45,Mid-Level,3,Beginner,0
C00843,Cloud Engineer,Diploma,Other,7,7,5,0,6,2,6,38.33,5,31.91,47.03,22.72,69.29,56.71,48.11,49.83,44.49,Mid-Level,4,Not Ready,1
C00844,Full Stack Developer,Master's,Information Technology,10,12,1,0,10,6,7,85.57,10,84.23,80.16,100.0,82.39,85.53,86.51,83.56,78.07,Senior,1,Intermediate,1
C00845,Backend Developer,Bachelor's,Software Engineering,12,7,1,0,11,5,6,82.81,7,84.17,81.85,97.37,79.61,84.61,83.1,86.05,76.84,Senior,1,Intermediate,1
C00846,QA Engineer,Bachelor's,Computer Science,3,8,4,1,7,3,6,53.7,9,54.85,38.03,76.61,84.09,65.54,63.48,63.35,58.7,Mid-Level,3,Beginner,1
C00847,Data Analyst,Bachelor's,Information Technology,5,10,4,1,12,4,6,63.05,10,69.79,44.44,78.15,91.68,76.76,72.54,73.41,61.17,Mid-Level,2,Beginner,1
C00848,Machine Learning Engineer,Bachelor's,Other,5,6,3,1,7,2,6,37.08,4,42.45,45.44,36.7,73.87,59.04,46.47,50.24,47.18,Mid-Level,4,Not Ready,0
C00849,Product Designer,Bachelor's,Information Technology,2,5,0,0,2,2,6,33.02,3,39.46,25.66,55.15,52.54,39.48,39.21,42.42,37.85,Junior,4,Not Ready,0
C00850,Cloud Engineer,Bachelor's,Other,2,3,2,0,8,2,6,34.08,8,34.3,30.28,34.24,61.39,48.41,34.94,43.26,34.17,Junior,4,Not Ready,0
C00851,UI/UX Designer,Diploma,Design,6,9,3,1,11,4,6,69.69,7,74.64,56.99,83.46,78.49,67.88,73.63,72.44,61.92,Mid-Level,2,Beginner,0
C00852,Data Analyst,Master's,Data Science,6,4,1,0,11,4,6,62.16,10,56.69,53.84,100.0,69.28,71.59,62.27,66.11,58.66,Mid-Level,2,Beginner,1
C00853,Data Analyst,Bachelor's,Computer Science,2,2,5,0,4,3,6,53.19,7,50.94,30.99,83.3,72.89,64.57,56.05,63.07,54.41,Junior,3,Beginner,0
C00854,Backend Developer,Bachelor's,Other,1,1,0,0,4,2,6,28.73,4,25.48,21.32,29.71,56.2,44.94,36.54,41.57,25.14,Junior,4,Not Ready,0
C00855,Mobile App Developer,Master's,Information Technology,9,12,5,0,7,5,6,79.37,9,89.3,73.26,100.0,100.0,89.89,80.59,85.49,80.68,Senior,1,Intermediate,1
C00856,Data Scientist,Master's,Other,4,7,1,1,9,3,6,52.54,2,49.53,38.23,47.46,72.44,62.65,51.7,58.72,50.34,Mid-Level,3,Beginner,0
C00857,Mobile App Developer,Bachelor's,Electronics,3,5,1,1,7,3,6,47.88,4,44.68,36.12,51.79,59.6,49.53,54.22,50.98,47.76,Mid-Level,3,Not Ready,0
C00858,Python Developer,Master's,Computer Science,12,15,2,1,10,5,6,78.54,3,89.4,78.81,99.69,96.8,91.51,77.41,89.16,78.11,Senior,1,Intermediate,1
C00859,Cybersecurity Analyst,Master's,Information Technology,4,5,3,0,6,5,6,80.13,5,76.77,46.16,100.0,74.7,83.31,81.66,75.43,71.62,Mid-Level,1,Beginner,1
C00860,Data Analyst,Bachelor's,Computer Science,8,13,3,0,6,4,6,70.1,2,76.32,68.27,89.44,93.05,80.15,75.69,82.87,72.52,Senior,2,Beginner,0
C00861,DevOps Engineer,Master's,Electronics,12,15,4,1,11,4,6,67.5,7,76.07,71.28,64.9,99.68,76.91,75.34,78.85,65.48,Senior,2,Beginner,1
C00862,Data Analyst,Bachelor's,Data Science,10,13,1,0,6,5,6,86.69,6,83.4,88.42,94.88,78.63,81.7,86.14,86.04,83.96,Senior,1,Intermediate,0
C00863,DevOps Engineer,Master's,Computer Science,7,5,2,1,5,3,6,48.84,6,41.76,55.19,97.1,71.7,63.37,50.9,63.56,55.85,Mid-Level,3,Beginner,1
C00864,QA Engineer,Bachelor's,Computer Science,7,4,4,0,7,3,6,52.65,2,52.64,54.19,74.13,81.74,71.37,56.14,66.62,60.61,Mid-Level,3,Beginner,1
C00865,Java Developer,Diploma,Software Engineering,7,5,3,1,10,4,6,66.77,3,61.3,59.66,88.76,63.47,61.15,69.85,63.7,62.46,Mid-Level,2,Beginner,0
C00866,Data Scientist,Master's,Computer Science,5,8,4,0,11,4,6,65.28,4,70.97,51.76,95.54,92.85,82.74,69.08,80.25,62.79,Mid-Level,2,Beginner,0
C00867,Cloud Engineer,Master's,Computer Science,8,13,0,1,13,5,6,81.36,5,87.96,73.0,94.38,88.32,86.93,79.8,87.14,73.32,Senior,1,Beginner,1
C00868,UI/UX Designer,Diploma,Computer Science,0,2,1,0,6,1,6,13.05,5,13.13,25.11,57.82,51.07,32.44,18.28,32.16,28.21,Fresher,5,Not Ready,0
C00869,Machine Learning Engineer,Master's,Data Science,10,13,0,0,6,5,6,81.76,5,85.21,82.67,100.0,82.09,82.75,84.13,81.3,72.37,Senior,1,Beginner,0
C00870,Java Developer,Diploma,Software Engineering,4,9,4,1,8,4,6,66.0,7,62.0,40.98,85.48,63.87,57.96,70.11,59.51,61.62,Mid-Level,2,Beginner,0
C00871,Cybersecurity Analyst,Diploma,Information Technology,4,9,0,0,4,4,6,71.18,6,73.95,47.24,87.8,58.78,63.92,73.17,64.95,62.05,Mid-Level,2,Beginner,0
C00872,Cloud Engineer,Diploma,Other,8,11,4,0,6,3,6,49.43,2,50.33,53.55,23.37,84.34,57.64,60.28,59.6,45.72,Senior,3,Not Ready,0
C00873,Full Stack Developer,Bachelor's,Computer Science,3,4,3,1,6,6,7,84.75,9,72.95,43.17,86.7,75.45,78.84,87.4,77.58,65.95,Mid-Level,1,Beginner,0
C00874,Backend Developer,Master's,Information Technology,10,12,1,0,5,4,6,64.41,9,72.9,70.32,100.0,81.77,78.1,70.39,77.16,70.73,Senior,2,Beginner,0
C00875,Data Analyst,Master's,Computer Science,4,5,3,1,7,4,6,68.96,6,59.55,44.11,99.81,84.25,82.0,69.43,77.19,64.05,Mid-Level,2,Beginner,0
C00876,UI/UX Designer,Bachelor's,Information Technology,8,14,0,1,10,4,6,63.94,8,68.52,66.49,64.25,78.68,72.86,64.72,70.16,56.56,Senior,2,Beginner,1
C00877,Cybersecurity Analyst,PhD,Information Technology,9,7,1,1,5,4,6,63.36,2,66.27,71.49,100.0,83.06,75.46,69.18,75.13,67.02,Senior,2,Beginner,0
C00878,DevOps Engineer,Bachelor's,Electronics,3,4,3,0,9,2,6,36.73,8,34.11,33.63,46.92,69.6,48.25,39.5,47.88,34.52,Mid-Level,4,Not Ready,0
C00879,Data Analyst,Bachelor's,Computer Science,5,9,3,1,13,5,6,82.09,4,84.29,56.67,85.3,76.16,86.79,81.21,80.28,72.8,Mid-Level,1,Beginner,1
C00880,Java Developer,Bachelor's,Computer Science,3,6,0,0,5,4,6,63.59,9,64.37,38.91,94.79,68.58,65.71,64.55,67.37,60.75,Mid-Level,2,Beginner,0
C00881,Machine Learning Engineer,Bachelor's,Information Technology,9,6,5,1,12,5,6,82.77,5,75.41,80.72,88.32,86.13,76.4,87.06,80.31,79.8,Senior,1,Intermediate,1
C00882,DevOps Engineer,Bachelor's,Other,7,8,0,1,4,2,6,32.57,9,35.58,51.42,34.05,68.3,40.16,40.99,45.4,37.54,Mid-Level,4,Not Ready,0
C00883,UI/UX Designer,Diploma,Information Technology,7,5,1,1,6,3,6,53.58,3,40.44,60.27,52.15,59.93,59.36,51.67,58.13,52.57,Mid-Level,3,Beginner,0
C00884,Python Developer,Master's,Software Engineering,4,4,5,1,8,4,6,67.24,3,60.56,44.18,96.66,79.49,70.56,72.3,70.51,68.75,Mid-Level,2,Beginner,0
C00885,DevOps Engineer,Bachelor's,Electronics,12,5,2,0,7,3,6,50.47,5,40.35,65.42,48.99,86.49,61.81,61.52,65.46,49.86,Senior,3,Not Ready,0
C00886,Product Designer,Master's,Business,11,13,2,1,6,4,6,65.06,5,70.2,75.26,75.42,96.68,75.81,73.79,78.99,65.77,Senior,2,Beginner,1
C00887,Java Developer,Master's,Electronics,3,6,1,1,9,3,6,45.18,9,44.46,35.55,55.69,75.6,51.12,54.65,54.21,44.47,Mid-Level,3,Not Ready,0
C00888,Frontend Developer,Diploma,Electronics,0,2,3,1,3,0,6,0.0,9,8.62,22.66,44.06,53.51,24.73,14.03,25.09,21.04,Fresher,6,Not Ready,0
C00889,Java Developer,Bachelor's,Information Technology,12,12,4,0,10,5,6,87.78,2,85.44,81.31,94.53,95.59,95.9,91.14,92.11,84.9,Senior,1,Intermediate,0
C00890,Machine Learning Engineer,Master's,Data Science,2,1,4,1,11,4,6,65.81,2,50.89,34.14,100.0,76.43,66.27,62.97,67.22,55.15,Junior,2,Beginner,0
C00891,QA Engineer,Bachelor's,Information Technology,1,6,0,0,7,3,6,47.87,8,53.5,28.09,76.52,67.18,58.47,54.84,52.9,42.93,Junior,3,Not Ready,0
C00892,Data Scientist,Master's,Information Technology,11,12,3,0,9,5,6,82.48,4,77.38,83.9,92.84,93.56,93.31,83.05,87.97,84.14,Senior,1,Intermediate,1
C00893,Product Designer,Bachelor's,Design,8,11,2,1,11,5,6,84.9,6,81.33,76.61,98.36,87.89,84.13,88.38,84.67,75.12,Senior,1,Intermediate,1
C00894,Java Developer,Bachelor's,Electronics,6,9,0,1,2,2,6,30.4,3,47.68,45.89,45.25,69.64,38.7,42.43,43.93,37.3,Mid-Level,4,Not Ready,0
C00895,Data Scientist,Diploma,Data Science,0,2,1,0,6,2,6,29.05,3,33.84,18.57,84.86,44.69,42.17,36.28,41.54,38.16,Fresher,4,Not Ready,0
C00896,Cybersecurity Analyst,Bachelor's,Electronics,5,7,5,0,8,4,6,66.48,7,62.24,53.16,74.86,81.96,76.31,67.27,69.25,63.37,Mid-Level,2,Beginner,1
C00897,Full Stack Developer,Diploma,Software Engineering,2,5,0,1,7,4,7,57.95,9,46.4,37.07,81.75,52.24,62.87,61.79,56.23,48.35,Junior,3,Not Ready,0
C00898,Full Stack Developer,PhD,Software Engineering,9,5,1,1,12,6,7,88.53,6,73.76,82.51,100.0,87.01,80.26,86.59,84.19,75.49,Senior,1,Intermediate,1
C00899,Frontend Developer,Diploma,Computer Science,5,6,1,1,7,4,6,67.84,5,62.88,46.99,77.18,55.29,62.86,63.04,63.95,57.97,Mid-Level,2,Beginner,0
C00900,Cybersecurity Analyst,Master's,Information Technology,7,6,4,1,10,4,6,64.46,6,63.47,63.49,100.0,82.68,69.11,67.75,76.15,70.94,Mid-Level,2,Beginner,1
C00901,UI/UX Designer,Diploma,Computer Science,2,5,0,0,5,2,6,31.79,7,28.54,32.17,61.36,58.45,40.46,38.11,45.77,29.63,Junior,4,Not Ready,0
C00902,DevOps Engineer,Bachelor's,Computer Science,0,1,2,2,9,2,6,29.09,6,31.29,17.79,82.53,51.44,43.87,33.5,42.45,35.51,Fresher,4,Not Ready,0
C00903,Java Developer,Bachelor's,Software Engineering,8,15,4,1,5,4,6,62.71,8,76.7,61.52,92.09,88.6,72.25,69.97,75.07,69.11,Senior,2,Beginner,0
C00904,Data Scientist,Bachelor's,Computer Science,2,5,2,2,4,3,6,48.07,5,55.26,27.74,88.14,58.59,44.97,47.62,48.57,47.15,Junior,3,Not Ready,0
C00905,Java Developer,Master's,Computer Science,10,10,5,1,8,5,6,83.41,2,86.63,86.63,100.0,100.0,93.16,82.85,92.53,82.81,Senior,1,Intermediate,1
C00906,Data Scientist,Bachelor's,Computer Science,6,4,3,0,8,3,6,45.1,10,38.35,43.99,80.08,69.83,50.53,54.92,54.81,43.94,Mid-Level,3,Not Ready,0
C00907,UI/UX Designer,Master's,Information Technology,1,2,0,0,2,2,6,33.95,10,33.1,25.78,77.28,65.43,52.46,41.04,49.14,38.32,Junior,4,Not Ready,0
C00908,Backend Developer,Diploma,Other,3,10,2,0,10,2,6,33.04,3,47.62,31.7,17.25,59.62,41.99,35.12,39.32,33.15,Mid-Level,4,Not Ready,0
C00909,Frontend Developer,PhD,Computer Science,7,4,4,0,5,4,6,62.18,8,51.82,63.04,96.05,95.55,70.63,65.47,74.6,64.39,Mid-Level,2,Beginner,1
C00910,Java Developer,Bachelor's,Software Engineering,6,9,1,0,7,4,6,70.89,9,69.34,59.29,94.36,80.59,71.42,71.22,76.67,62.32,Mid-Level,2,Beginner,0
C00911,Mobile App Developer,Bachelor's,Electronics,7,5,3,1,9,3,6,54.2,8,48.03,56.4,46.0,81.45,58.59,56.37,58.69,53.07,Mid-Level,3,Beginner,0
C00912,Python Developer,Bachelor's,Other,3,9,4,0,6,2,6,37.36,6,45.19,37.7,28.14,76.61,59.29,49.02,53.33,42.87,Mid-Level,4,Not Ready,0
C00913,Python Developer,Bachelor's,Information Technology,5,9,4,1,7,5,6,85.91,10,86.74,58.87,85.15,90.02,92.18,83.04,81.86,73.11,Mid-Level,1,Beginner,1
C00914,Data Analyst,Bachelor's,Other,0,2,1,3,6,1,6,14.99,10,18.32,33.42,38.26,60.85,32.16,25.51,37.97,24.48,Fresher,5,Not Ready,0
C00915,Mobile App Developer,Bachelor's,Computer Science,7,8,1,0,6,4,6,62.78,8,61.23,59.2,87.98,73.87,70.01,60.55,67.09,61.15,Mid-Level,2,Beginner,1
C00916,Full Stack Developer,Bachelor's,Computer Science,4,10,2,1,14,6,7,87.63,3,77.52,55.41,85.65,79.9,83.22,88.1,81.1,75.85,Mid-Level,1,Intermediate,1
C00917,Product Designer,Bachelor's,Design,1,6,1,2,9,4,6,67.7,7,57.58,34.34,99.2,71.33,75.14,73.4,67.08,62.43,Junior,2,Beginner,0
C00918,Full Stack Developer,Bachelor's,Computer Science,6,7,0,1,11,6,7,83.67,9,85.01,55.82,85.04,68.95,73.61,82.63,73.83,65.34,Mid-Level,1,Beginner,1
C00919,Cybersecurity Analyst,Bachelor's,Computer Science,4,6,5,0,5,5,6,82.49,3,69.16,45.18,89.84,74.06,74.96,84.4,76.19,73.65,Mid-Level,1,Beginner,0
C00920,QA Engineer,Bachelor's,Software Engineering,8,12,3,1,5,5,6,88.27,4,78.77,75.37,80.49,91.32,95.03,90.66,90.73,79.78,Senior,1,Intermediate,0
C00921,Full Stack Developer,PhD,Software Engineering,12,9,0,1,10,5,7,68.39,3,71.41,79.55,99.53,82.1,70.0,73.65,74.58,66.8,Senior,2,Beginner,0
C00922,Full Stack Developer,Bachelor's,Computer Science,12,12,5,0,8,6,7,85.19,2,93.24,81.09,89.68,89.27,78.88,86.33,82.11,81.48,Senior,1,Intermediate,1
C00923,Java Developer,Bachelor's,Computer Science,7,5,0,1,10,5,6,87.8,5,67.77,72.21,86.56,60.6,84.56,77.41,79.97,71.36,Mid-Level,1,Beginner,0
C00924,Full Stack Developer,Bachelor's,Software Engineering,9,7,5,1,13,5,7,68.85,8,72.02,75.2,95.29,87.86,82.37,72.14,83.45,78.98,Senior,2,Intermediate,1
C00925,Backend Developer,Master's,Data Science,3,7,1,0,7,3,6,51.24,9,43.66,33.04,73.37,66.13,55.6,54.99,57.67,50.95,Mid-Level,3,Beginner,0
C00926,Backend Developer,Diploma,Software Engineering,7,4,3,0,5,4,6,66.15,10,56.28,58.2,85.02,69.61,68.23,70.61,68.49,60.05,Mid-Level,2,Beginner,1
C00927,QA Engineer,Bachelor's,Computer Science,6,6,4,0,7,4,6,65.24,8,67.84,56.79,74.53,73.53,66.89,71.73,69.24,60.2,Mid-Level,2,Beginner,0
C00928,Cybersecurity Analyst,Bachelor's,Electronics,8,15,5,0,7,5,6,85.83,8,86.82,71.84,73.11,85.98,86.92,90.38,84.53,80.28,Senior,1,Intermediate,0
C00929,Cloud Engineer,Master's,Information Technology,3,4,0,1,4,4,6,71.44,3,65.15,40.78,98.23,64.14,62.91,74.56,64.99,63.37,Mid-Level,2,Beginner,0
C00930,Java Developer,Bachelor's,Computer Science,11,8,4,1,5,5,6,84.14,6,80.68,79.97,85.52,82.19,79.98,85.03,82.52,80.01,Senior,1,Intermediate,0
C00931,UI/UX Designer,Bachelor's,Design,10,8,3,1,7,4,6,70.16,6,67.2,73.34,91.87,91.97,82.77,76.11,80.85,69.02,Senior,2,Beginner,1
C00932,Data Scientist,Master's,Computer Science,9,15,4,1,10,5,6,85.92,7,83.42,74.95,94.27,89.28,90.83,84.27,89.1,86.29,Senior,1,Intermediate,1
C00933,QA Engineer,Bachelor's,Business,0,1,2,0,4,2,6,35.93,5,25.75,24.87,59.54,65.08,44.83,45.99,44.76,40.19,Fresher,4,Not Ready,0
C00934,Frontend Developer,Bachelor's,Software Engineering,11,7,0,1,11,5,6,81.08,8,70.98,79.96,91.14,79.71,82.25,76.83,83.98,74.43,Senior,1,Beginner,1
C00935,Python Developer,Bachelor's,Computer Science,0,2,1,1,10,2,6,34.82,10,22.12,13.24,85.15,52.03,40.57,38.13,40.18,34.75,Fresher,4,Not Ready,0
C00936,Frontend Developer,Bachelor's,Computer Science,3,8,1,0,4,4,6,65.58,6,59.8,41.02,88.77,70.26,63.15,64.96,65.46,60.81,Mid-Level,2,Beginner,0
C00937,Mobile App Developer,Bachelor's,Information Technology,11,7,3,1,10,5,6,87.13,8,69.79,85.85,94.88,87.4,79.84,88.24,85.87,75.3,Senior,1,Intermediate,0
C00938,Data Analyst,Master's,Information Technology,1,4,0,1,9,3,6,45.73,7,49.43,27.37,92.03,62.66,51.44,50.05,51.67,48.94,Junior,3,Not Ready,0
C00939,Frontend Developer,Bachelor's,Information Technology,10,11,2,0,10,5,6,79.95,4,79.85,79.13,91.8,90.68,78.33,84.72,80.7,70.84,Senior,1,Beginner,1
C00940,QA Engineer,Bachelor's,Information Technology,11,6,4,0,5,5,6,84.5,9,75.81,87.86,84.92,88.16,85.05,85.15,87.19,76.56,Senior,1,Intermediate,1
C00941,Backend Developer,Diploma,Computer Science,0,0,2,2,5,2,6,33.19,8,15.7,18.39,79.85,39.32,36.44,32.12,38.67,37.21,Fresher,4,Not Ready,0
C00942,Cybersecurity Analyst,Bachelor's,Information Technology,1,1,3,1,6,4,6,69.38,5,61.21,35.41,93.34,55.65,56.74,70.19,62.65,54.83,Junior,2,Beginner,0
C00943,Python Developer,Diploma,Computer Science,4,8,4,1,8,4,6,71.37,6,68.02,49.03,82.79,70.56,75.8,72.16,68.95,66.68,Mid-Level,2,Beginner,0
C00944,Full Stack Developer,Master's,Other,7,10,5,1,8,3,7,45.49,8,42.88,51.09,42.77,88.13,60.36,55.13,58.15,53.87,Mid-Level,4,Beginner,1
C00945,Machine Learning Engineer,Master's,Mathematics,7,5,1,1,5,4,6,65.57,9,64.69,61.32,91.01,74.23,68.84,72.2,68.74,62.25,Mid-Level,2,Beginner,0
C00946,QA Engineer,Master's,Business,6,3,5,1,3,3,6,45.81,9,36.68,47.22,69.27,91.31,63.53,52.48,66.52,51.06,Mid-Level,3,Beginner,0
C00947,Frontend Developer,Diploma,Information Technology,2,2,0,0,6,4,6,67.56,10,53.85,39.29,81.26,42.38,57.57,67.11,53.93,56.16,Junior,2,Beginner,0
C00948,Cybersecurity Analyst,Bachelor's,Information Technology,6,9,0,1,11,4,6,68.51,9,62.28,52.49,94.2,64.63,74.48,67.05,72.01,58.39,Mid-Level,2,Beginner,1
C00949,Python Developer,Bachelor's,Data Science,2,6,4,0,12,4,6,62.79,10,68.93,35.32,81.95,81.77,76.5,71.15,67.81,56.97,Junior,2,Beginner,0
C00950,Data Analyst,Bachelor's,Business,2,3,4,1,8,2,6,34.93,9,28.34,29.95,68.41,68.97,53.54,38.3,52.43,36.24,Junior,4,Not Ready,0
C00951,Cybersecurity Analyst,Bachelor's,Business,4,4,3,0,5,2,6,31.61,10,33.26,38.64,47.12,75.38,43.44,40.0,49.76,35.8,Mid-Level,4,Not Ready,0
C00952,Machine Learning Engineer,Diploma,Information Technology,4,4,2,0,8,4,6,69.97,2,57.02,49.3,72.82,50.8,60.65,64.84,58.74,62.9,Mid-Level,2,Beginner,0
C00953,Cloud Engineer,Diploma,Software Engineering,3,10,4,0,4,4,6,70.68,4,65.34,40.97,80.74,71.33,70.24,67.86,68.81,62.32,Mid-Level,2,Beginner,1
C00954,Product Designer,Bachelor's,Business,6,9,0,1,9,4,6,68.3,7,72.77,54.14,73.27,74.1,65.12,69.82,65.71,62.77,Mid-Level,2,Beginner,0
C00955,Machine Learning Engineer,Bachelor's,Computer Science,8,5,0,0,11,5,6,79.05,6,66.86,74.54,87.17,77.17,80.78,82.47,77.43,75.21,Senior,1,Intermediate,1
C00956,Full Stack Developer,Diploma,Computer Science,8,12,5,1,7,6,7,88.52,4,84.44,72.87,84.78,76.41,83.13,87.89,83.42,80.33,Senior,1,Intermediate,1
C00957,Full Stack Developer,Bachelor's,Software Engineering,6,3,3,0,11,6,7,81.2,6,79.26,57.32,95.62,79.78,80.37,79.24,76.59,70.78,Mid-Level,1,Beginner,1
C00958,QA Engineer,Bachelor's,Other,10,6,0,1,10,3,6,46.21,4,41.1,70.78,35.08,77.12,55.51,56.16,60.52,42.17,Senior,3,Not Ready,1
C00959,Java Developer,Bachelor's,Computer Science,11,12,5,1,5,5,6,83.02,3,83.46,79.08,87.89,99.2,97.33,89.03,89.31,80.08,Senior,1,Intermediate,1
C00960,Data Scientist,Diploma,Information Technology,1,1,4,1,9,3,6,52.06,3,44.38,25.67,67.92,57.9,51.99,50.35,50.38,44.72,Junior,3,Not Ready,0
C00961,DevOps Engineer,Master's,Electronics,2,3,4,2,7,1,6,12.31,5,21.65,22.52,57.12,67.53,30.02,26.29,38.38,23.73,Junior,5,Not Ready,0
C00962,Data Scientist,Diploma,Data Science,8,8,4,1,7,5,6,84.89,10,79.34,75.51,87.65,80.91,75.56,80.96,81.36,76.33,Senior,1,Intermediate,0
C00963,Data Analyst,Bachelor's,Other,11,9,5,0,5,3,6,53.64,7,50.64,65.71,39.9,93.76,74.37,60.99,69.1,62.84,Senior,3,Beginner,0
C00964,Frontend Developer,Bachelor's,Computer Science,6,4,2,1,5,5,6,84.82,9,71.13,61.91,85.16,63.2,68.19,81.65,69.99,67.16,Mid-Level,1,Beginner,1
C00965,DevOps Engineer,Diploma,Information Technology,8,6,0,0,10,4,6,67.47,7,64.92,62.87,82.21,54.43,55.51,64.12,64.68,57.28,Senior,2,Beginner,0
C00966,Backend Developer,Diploma,Software Engineering,7,6,1,1,9,4,6,68.1,6,68.11,56.86,84.86,59.13,67.11,67.43,65.79,64.4,Mid-Level,2,Beginner,0
C00967,Product Designer,Master's,Information Technology,3,3,5,1,4,4,6,64.15,8,60.68,38.25,74.02,83.47,75.48,63.61,69.4,57.02,Mid-Level,2,Beginner,0
C00968,Frontend Developer,Master's,Computer Science,8,14,1,0,10,4,6,67.61,5,70.85,65.78,95.35,83.21,67.47,73.75,76.46,68.29,Senior,2,Beginner,0
C00969,Cloud Engineer,Bachelor's,Computer Science,10,10,2,0,11,5,6,85.98,5,88.83,87.51,87.17,88.22,85.08,85.69,84.12,76.42,Senior,1,Intermediate,1
C00970,Cloud Engineer,Bachelor's,Information Technology,6,8,4,1,5,4,6,64.44,7,64.95,53.15,89.71,88.13,73.14,70.21,75.74,68.31,Mid-Level,2,Beginner,1
C00971,Data Scientist,Bachelor's,Data Science,10,10,2,1,6,5,6,81.12,9,88.22,77.32,96.49,80.17,75.23,82.23,81.79,80.56,Senior,1,Intermediate,1
C00972,Frontend Developer,Bachelor's,Information Technology,0,0,3,0,5,2,6,31.92,4,18.29,28.45,90.75,58.84,35.15,32.95,45.05,38.55,Fresher,4,Not Ready,0
C00973,QA Engineer,Master's,Business,5,5,0,0,3,3,6,52.46,6,45.96,48.38,71.78,77.87,60.15,56.66,60.05,46.55,Mid-Level,3,Not Ready,0
C00974,Mobile App Developer,Master's,Information Technology,12,9,4,0,5,4,6,64.52,4,66.11,71.37,97.91,99.28,70.55,71.86,80.84,66.58,Senior,2,Beginner,0
C00975,Frontend Developer,Bachelor's,Software Engineering,4,10,3,1,6,4,6,65.13,4,73.71,42.8,97.58,73.65,61.69,62.78,66.79,57.68,Mid-Level,2,Beginner,1
C00976,Cloud Engineer,Master's,Information Technology,10,7,5,1,7,5,6,85.79,3,73.1,86.08,100.0,93.86,84.38,87.61,91.45,83.97,Senior,1,Intermediate,0
C00977,Mobile App Developer,Bachelor's,Information Technology,3,6,5,0,9,4,6,69.01,5,62.57,42.78,93.14,80.34,67.95,74.63,72.67,60.52,Mid-Level,2,Beginner,0
C00978,DevOps Engineer,Bachelor's,Software Engineering,12,9,1,1,7,5,6,79.74,4,86.2,83.86,86.81,80.81,77.42,76.54,78.76,77.54,Senior,1,Intermediate,0
